,PaperSecUID,PaperTitle,ArticleNumber,countryNumber,AuthorNumber,AffiliationNumber,Country,FullOrgName,OrgFirstClassName,Fullname,journaltitle
285,380134800007,UTILITARIAN PREFERENCES WITH MULTIPLE PRIORS,10.3982/ECTA12676,1,2,1,Israel,Bar Ilan Univ,,"Gayer, Gabi",ECONOMETRICA
286,380134800007,UTILITARIAN PREFERENCES WITH MULTIPLE PRIORS,10.3982/ECTA12676,1,2,1,Israel,Bar Ilan Univ,,"Alon, Shiri",ECONOMETRICA
287,380134800008,MENU-DEPENDENT STOCHASTIC FEASIBILITY,10.3982/ECTA12694,1,2,1,USA,Univ Calif San Diego,Dept Econ,"Brady, Richard L.",ECONOMETRICA
288,380134800008,MENU-DEPENDENT STOCHASTIC FEASIBILITY,10.3982/ECTA12694,1,2,1,USA,Univ Calif San Diego,Dept Econ,"Rehbeck, John",ECONOMETRICA
289,380134800009,INDIVIDUAL HETEROGENEITY AND AVERAGE WELFARE,10.3982/ECTA11899,1,2,2,USA,MIT,Dept Econ,"Newey, Whitney K.",ECONOMETRICA
290,380134800009,INDIVIDUAL HETEROGENEITY AND AVERAGE WELFARE,10.3982/ECTA11899,1,2,2,USA,MIT,Dept Econ,"Hausman, Jerry A.",ECONOMETRICA
291,380134800010,A GEOMETRIC APPROACH TO NONLINEAR ECONOMETRIC MODELS,10.3982/ECTA12030,1,2,2,USA,Harvard Univ,Dept Econ,"Andrews, Isaiah",ECONOMETRICA
292,380134800010,A GEOMETRIC APPROACH TO NONLINEAR ECONOMETRIC MODELS,10.3982/ECTA12030,1,2,2,USA,MIT,Dept Econ,"Mikusheva, Anna",ECONOMETRICA
293,380134800011,SHADOW INSURANCE,10.3982/ECTA12401,2,2,4,USA,Princeton Univ,Dept Econ,"Yogo, Motohiro",ECONOMETRICA
294,380134800011,SHADOW INSURANCE,10.3982/ECTA12401,2,2,4,USA,NBER,,"Yogo, Motohiro",ECONOMETRICA
295,380134800011,SHADOW INSURANCE,10.3982/ECTA12401,2,2,4,USA,CEPR,,"Koijen, Ralph S. J.",ECONOMETRICA
296,380134800011,SHADOW INSURANCE,10.3982/ECTA12401,2,2,4,England,London Business Sch,Regents Pk,"Koijen, Ralph S. J.",ECONOMETRICA
297,380136000001,FROM BOTTOM OF THE BARREL TO CREAM OF THE CROP: SEQUENTIAL SCREENING WITH POSITIVE SELECTION,10.3982/ECTA12961,1,1,2,France,Univ Toulouse Capitole,IAST,"Tirole, Jean",ECONOMETRICA
298,380136000001,FROM BOTTOM OF THE BARREL TO CREAM OF THE CROP: SEQUENTIAL SCREENING WITH POSITIVE SELECTION,10.3982/ECTA12961,1,1,2,France,Univ Toulouse Capitole,TSE,"Tirole, Jean",ECONOMETRICA
299,380136000003,ROBUST CONTRACTS IN CONTINUOUS TIME,10.3982/ECTA13127,2,2,4,USA,Boston Univ,Dept Econ,"Miao, Jianjun",ECONOMETRICA
300,380136000003,ROBUST CONTRACTS IN CONTINUOUS TIME,10.3982/ECTA13127,2,2,4,Peoples R China,Cent Univ Finance & Econ,CEMA,"Miao, Jianjun",ECONOMETRICA
301,380136000003,ROBUST CONTRACTS IN CONTINUOUS TIME,10.3982/ECTA13127,2,2,4,Peoples R China,Zhejiang Univ,AFR,"Miao, Jianjun",ECONOMETRICA
302,380136000003,ROBUST CONTRACTS IN CONTINUOUS TIME,10.3982/ECTA13127,2,2,4,USA,Univ Texas Dallas,Naveen Jindal Sch Management,"Rivera, Alejandro",ECONOMETRICA
303,380136000002,MARKET MICROSTRUCTURE INVARIANCE: EMPIRICAL HYPOTHESES,10.3982/ECTA10486,2,2,2,USA,Univ Maryland,Robert H Smith Sch Business,"Kyle, Albert S.",ECONOMETRICA
304,380136000002,MARKET MICROSTRUCTURE INVARIANCE: EMPIRICAL HYPOTHESES,10.3982/ECTA10486,2,2,2,Russia,New Econ Sch,100A Novaya St Skolkovo,"Obizhaeva, Anna A.",ECONOMETRICA
305,380136000004,"INSIDER TRADING, STOCHASTIC LIQUIDITY, AND EQUILIBRIUM PRICES",10.3982/ECTA10789,2,2,2,USA,Boston Coll,Dept Finance,"Fos, Vyacheslav",ECONOMETRICA
306,380136000004,"INSIDER TRADING, STOCHASTIC LIQUIDITY, AND EQUILIBRIUM PRICES",10.3982/ECTA10789,2,2,2,Switzerland,Ecole Polytech Fed Lausanne,SFI,"Collin-Dufresne, Pierre",ECONOMETRICA
307,380136000005,WHY DOESN'T TECHNOLOGY FLOW FROM RICH TO POOR COUNTRIES?,10.3982/ECTA11150,1,3,2,USA,Univ Penn,Dept Econ,"Greenwood, Jeremy",ECONOMETRICA
308,380136000005,WHY DOESN'T TECHNOLOGY FLOW FROM RICH TO POOR COUNTRIES?,10.3982/ECTA11150,1,3,2,USA,Fed Reserve Bank St Louis,Div Res,"Sanchez, Juan M.",ECONOMETRICA
309,380136000005,WHY DOESN'T TECHNOLOGY FLOW FROM RICH TO POOR COUNTRIES?,10.3982/ECTA11150,1,3,2,USA,Univ Penn,Dept Econ,"Cole, Harold L.",ECONOMETRICA
310,380136000007,CONDITIONAL INFERENCE WITH A FUNCTIONAL NUISANCE PARAMETER,10.3982/ECTA12868,1,2,2,USA,Harvard Univ,Dept Econ,"Andrews, Isaiah",ECONOMETRICA
311,380136000007,CONDITIONAL INFERENCE WITH A FUNCTIONAL NUISANCE PARAMETER,10.3982/ECTA12868,1,2,2,USA,MIT,Dept Econ,"Mikusheva, Anna",ECONOMETRICA
312,380136000008,GENERALIZED METHOD OF INTEGRATED MOMENTS FOR HIGH-FREQUENCY DATA,10.3982/ECTA12306,1,2,2,USA,Duke Univ,Box 90097,"Li, Jia",ECONOMETRICA
313,380136000008,GENERALIZED METHOD OF INTEGRATED MOMENTS FOR HIGH-FREQUENCY DATA,10.3982/ECTA12306,1,2,2,USA,Univ Chicago,Booth Sch Business,"Xiu, Dacheng",ECONOMETRICA
314,380136000006,UNEMPLOYMENT AND BUSINESS CYCLES,10.3982/ECTA11776,2,3,2,USA,Northwestern Univ,Dept Econ,"Eichenbaum, Martin S.",ECONOMETRICA
315,380136000006,UNEMPLOYMENT AND BUSINESS CYCLES,10.3982/ECTA11776,2,3,2,Germany,Free Univ Berlin,Sch Business & Econ,"Trabandt, Mathias",ECONOMETRICA
316,380136000006,UNEMPLOYMENT AND BUSINESS CYCLES,10.3982/ECTA11776,2,3,2,USA,Northwestern Univ,Dept Econ,"Christiano, Lawrence J.",ECONOMETRICA
317,383574000003,A Theory of Macroprudential Policies in the Presence of Nominal Rigidities,10.3982/ECTA11883,2,2,3,USA,MIT,Dept Econ,"Werning, Ivan",ECONOMETRICA
318,383574000003,A Theory of Macroprudential Policies in the Presence of Nominal Rigidities,10.3982/ECTA11883,2,2,3,U.S.A.,Harvard Univ,Dept Econ,"Farhi, Emmanuel",ECONOMETRICA
319,383574000003,A Theory of Macroprudential Policies in the Presence of Nominal Rigidities,10.3982/ECTA11883,2,2,3,USA,Harvard Univ,Littauer Ctr,"Farhi, Emmanuel",ECONOMETRICA
320,383574000004,"Female Labor Supply, Human Capital, and Welfare Reform",10.3982/ECTA11576,4,4,6,England,UCL,Gower St,"Shaw, Jonathan",ECONOMETRICA
321,383574000004,"Female Labor Supply, Human Capital, and Welfare Reform",10.3982/ECTA11576,4,4,6,England,Inst Fiscal Studies,7 Ridgmount St,"Shaw, Jonathan",ECONOMETRICA
322,383574000004,"Female Labor Supply, Human Capital, and Welfare Reform",10.3982/ECTA11576,4,4,6,Portugal,Univ Porto,CEF UP,"Costa Dias, Monica",ECONOMETRICA
323,383574000004,"Female Labor Supply, Human Capital, and Welfare Reform",10.3982/ECTA11576,4,4,6,England,Inst Fiscal Studies,7 Ridgmount St,"Costa Dias, Monica",ECONOMETRICA
324,383574000004,"Female Labor Supply, Human Capital, and Welfare Reform",10.3982/ECTA11576,4,4,6,Germany,IZA,,"Costa Dias, Monica",ECONOMETRICA
325,383574000004,"Female Labor Supply, Human Capital, and Welfare Reform",10.3982/ECTA11576,4,4,6,England,Inst Fiscal Studies,7 Ridgmount St,"Meghir, Costas",ECONOMETRICA
326,383574000004,"Female Labor Supply, Human Capital, and Welfare Reform",10.3982/ECTA11576,4,4,6,USA,Yale Univ,,"Meghir, Costas",ECONOMETRICA
327,383574000004,"Female Labor Supply, Human Capital, and Welfare Reform",10.3982/ECTA11576,4,4,6,USA,NBER,,"Meghir, Costas",ECONOMETRICA
328,383574000004,"Female Labor Supply, Human Capital, and Welfare Reform",10.3982/ECTA11576,4,4,6,Germany,IZA,,"Meghir, Costas",ECONOMETRICA
329,383574000004,"Female Labor Supply, Human Capital, and Welfare Reform",10.3982/ECTA11576,4,4,6,England,UCL,Gower St,"Blundell, Richard",ECONOMETRICA
330,383574000004,"Female Labor Supply, Human Capital, and Welfare Reform",10.3982/ECTA11576,4,4,6,England,Inst Fiscal Studies,7 Ridgmount St,"Blundell, Richard",ECONOMETRICA
331,383574000005,An Empirical Equilibrium Model of a Decentralized Asset Market,10.3982/ECTA10847,2,1,2,U.K.,London Sch Econ,Dept Econ,"Gavazza, Alessandro",ECONOMETRICA
332,383574000005,An Empirical Equilibrium Model of a Decentralized Asset Market,10.3982/ECTA10847,2,1,2,England,London Sch Econ,Dept Econ,"Gavazza, Alessandro",ECONOMETRICA
333,383574000006,Robust Confidence Regions for Incomplete Models,10.3982/ECTA13394,2,3,2,South Korea,Seoul Natl Univ,Sch Business,"Seo, Kyoungwon",ECONOMETRICA
334,383574000006,Robust Confidence Regions for Incomplete Models,10.3982/ECTA13394,2,3,2,USA,Boston Univ,Dept Econ,"Epstein, Larry G.",ECONOMETRICA
335,383574000006,Robust Confidence Regions for Incomplete Models,10.3982/ECTA13394,2,3,2,USA,Boston Univ,Dept Econ,"Kaido, Hiroaki",ECONOMETRICA
336,383574000007,Consistent Probabilistic Social Choice,10.3982/ECTA13337,1,3,1,Germany,Tech Univ Munich,Inst Informat,"Seedig, Hans Georg",ECONOMETRICA
337,383574000007,Consistent Probabilistic Social Choice,10.3982/ECTA13337,1,3,1,Germany,Tech Univ Munich,Inst Informat,"Brandt, Felix",ECONOMETRICA
338,383574000007,Consistent Probabilistic Social Choice,10.3982/ECTA13337,1,3,1,Germany,Tech Univ Munich,Inst Informat,"Brandl, Florian",ECONOMETRICA
339,383574000008,The Effect of Changes in Risk Attitude on Strategic Behavior,10.3982/ECTA13948,1,1,1,USA,Washington Univ,1 Brookings Dr,"Weinstein, Jonathan",ECONOMETRICA
340,383574000009,A Note on Comparative Ambiguity Aversion and Justifiability,10.3982/ECTA14429,1,4,2,Italy,Univ Bocconi,IGIER,"Cerreia-Vioglio, S.",ECONOMETRICA
341,383574000009,A Note on Comparative Ambiguity Aversion and Justifiability,10.3982/ECTA14429,1,4,2,Italy,Univ Bocconi,Dept Decis Sci,"Cerreia-Vioglio, S.",ECONOMETRICA
342,383574000009,A Note on Comparative Ambiguity Aversion and Justifiability,10.3982/ECTA14429,1,4,2,Italy,Univ Bocconi,Dept Decis Sci,"Marinacci, M.",ECONOMETRICA
343,383574000009,A Note on Comparative Ambiguity Aversion and Justifiability,10.3982/ECTA14429,1,4,2,Italy,Univ Bocconi,IGIER,"Marinacci, M.",ECONOMETRICA
344,383574000009,A Note on Comparative Ambiguity Aversion and Justifiability,10.3982/ECTA14429,1,4,2,Italy,Univ Bocconi,IGIER,"Maccheroni, F.",ECONOMETRICA
345,383574000009,A Note on Comparative Ambiguity Aversion and Justifiability,10.3982/ECTA14429,1,4,2,Italy,Univ Bocconi,Dept Decis Sci,"Maccheroni, F.",ECONOMETRICA
346,383574000009,A Note on Comparative Ambiguity Aversion and Justifiability,10.3982/ECTA14429,1,4,2,Italy,Univ Bocconi,Dept Decis Sci,"Battigalli, P.",ECONOMETRICA
347,383574000009,A Note on Comparative Ambiguity Aversion and Justifiability,10.3982/ECTA14429,1,4,2,Italy,Univ Bocconi,IGIER,"Battigalli, P.",ECONOMETRICA
348,383574000010,"Farms, Families, and Markets: New Evidence on Completeness of Markets in Agricultural Settings",10.3982/ECTA12987,1,2,2,USA,Colby Coll,Dept Econ,"LaFave, Daniel",ECONOMETRICA
349,383574000010,"Farms, Families, and Markets: New Evidence on Completeness of Markets in Agricultural Settings",10.3982/ECTA12987,1,2,2,USA,Duke Univ,Dept Econ,"Thomas, Duncan",ECONOMETRICA
350,383574000011,Large Market Asymptotics for Differentiated Product Demand Estimators With Economic Models of Supply,10.3982/ECTA10600,1,1,2,USA,Yale Univ,Cowles Fdn,"Armstrong, Timothy B.",ECONOMETRICA
351,383574000011,Large Market Asymptotics for Differentiated Product Demand Estimators With Economic Models of Supply,10.3982/ECTA10600,1,1,2,USA,Yale Univ,Dept Econ,"Armstrong, Timothy B.",ECONOMETRICA
352,387594000003,Random Choice and Private Information,10.3982/ECTA12821,1,1,1,USA,Univ Calif Los Angeles,Dept Econ,"Lu, Jay",ECONOMETRICA
353,387594000004,Communication With Unknown Perspectives,10.3982/ECTA13320,1,2,2,USA,Columbia Univ Barnard Coll,Dept Econ,"Sethi, Rajiv",ECONOMETRICA
354,387594000004,Communication With Unknown Perspectives,10.3982/ECTA13320,1,2,2,USA,MIT,Dept Econ,"Yildiz, Muhamet",ECONOMETRICA
355,387594000005,The Dynamics of Inequality,10.3982/ECTA13569,2,5,4,USA,Harvard Univ,Dept Econ,"Gabaix, Xavier",ECONOMETRICA
356,387594000005,The Dynamics of Inequality,10.3982/ECTA13569,2,5,4,France,Coll France,3 Rue Ulm,"Lions, Pierre-Louis",ECONOMETRICA
357,387594000005,The Dynamics of Inequality,10.3982/ECTA13569,2,5,4,France,Univ Paris 09,Pl Marechal de Lattre de Tassigny,"Lasry, Jean-Michel",ECONOMETRICA
358,387594000005,The Dynamics of Inequality,10.3982/ECTA13569,2,5,4,USA,Princeton Univ,Dept Econ,"Moll, Benjamin",ECONOMETRICA
359,387594000006,Market-Triggered Changes in Capital Structure: Equilibrium Price Dynamics,10.3982/ECTA11206,1,2,1,USA,Columbia Business Sch,403 Uris Hall,"Glasserman, Paul",ECONOMETRICA
360,387594000007,Conditional Linear Combination Tests for Weakly Identified Models,10.3982/ECTA12407,1,1,1,USA,MIT,Dept Econ,"Andrews, Isaiah",ECONOMETRICA
361,387594000008,Credibility of Confidence Sets in Nonstandard Econometric Problems,10.3982/ECTA14023,1,2,2,USA,Princeton Univ,Dept Econ,"Muller, Ulrich K.",ECONOMETRICA
362,387594000008,Credibility of Confidence Sets in Nonstandard Econometric Problems,10.3982/ECTA14023,1,2,2,USA,Brown Univ,Dept Econ,"Norets, Andriy",ECONOMETRICA
363,387594000009,Identifying Latent Structures in Panel Data,10.3982/ECTA12560,5,3,6,Peoples R China,Chinese Univ Hong Kong,Dept Econ,"Shi, Zhentao",ECONOMETRICA
364,387594000009,Identifying Latent Structures in Panel Data,10.3982/ECTA12560,5,3,6,New Zealand,Univ Auckland,,"Phillips, Peter C. B.",ECONOMETRICA
365,387594000009,Identifying Latent Structures in Panel Data,10.3982/ECTA12560,5,3,6,Singapore,Singapore Management Univ,,"Phillips, Peter C. B.",ECONOMETRICA
366,387594000009,Identifying Latent Structures in Panel Data,10.3982/ECTA12560,5,3,6,USA,Yale Univ,Cowles Fdn Res Econ,"Phillips, Peter C. B.",ECONOMETRICA
367,387594000009,Identifying Latent Structures in Panel Data,10.3982/ECTA12560,5,3,6,England,Univ Southampton,Southampton,"Phillips, Peter C. B.",ECONOMETRICA
368,387594000009,Identifying Latent Structures in Panel Data,10.3982/ECTA12560,5,3,6,Singapore,Singapore Management Univ,Sch Econ,"Su, Liangjun",ECONOMETRICA
369,387594000010,Backward Induction Foundations of the Shapley Value,10.3982/ECTA13191,1,2,2,England,Univ East Anglia,Ctr Behav & Expt Social Sci,"McQuillin, Ben",ECONOMETRICA
370,387594000010,Backward Induction Foundations of the Shapley Value,10.3982/ECTA13191,1,2,2,England,Univ East Anglia,Sch Econ,"McQuillin, Ben",ECONOMETRICA
371,387594000010,Backward Induction Foundations of the Shapley Value,10.3982/ECTA13191,1,2,2,England,Univ East Anglia,Ctr Behav & Expt Social Sci,"Sugden, Robert",ECONOMETRICA
372,387594000010,Backward Induction Foundations of the Shapley Value,10.3982/ECTA13191,1,2,2,England,Univ East Anglia,Sch Econ,"Sugden, Robert",ECONOMETRICA
373,396119900001,QUANTILE SELECTION MODELS WITH AN APPLICATION TO UNDERSTANDING CHANGES IN WAGE INEQUALITY,10.3982/ECTA14030,2,2,2,Spain,CEMFI,Casado del Alisal 5,"Arellano, Manuel",ECONOMETRICA
374,396119900001,QUANTILE SELECTION MODELS WITH AN APPLICATION TO UNDERSTANDING CHANGES IN WAGE INEQUALITY,10.3982/ECTA14030,2,2,2,USA,Univ Chicago,Dept Econ,"Bonhomme, Stephane",ECONOMETRICA
375,396119900002,IDENTIFYING EQUILIBRIUM MODELS OF LABOR MARKET SORTING,10.3982/ECTA11301,2,3,3,Norway,Univ Oslo,Dept Econ,"Hagedorn, Marcus",ECONOMETRICA
376,396119900002,IDENTIFYING EQUILIBRIUM MODELS OF LABOR MARKET SORTING,10.3982/ECTA11301,2,3,3,USA,Univ Penn,Dept Econ,"Manovskii, Iourii",ECONOMETRICA
377,396119900002,IDENTIFYING EQUILIBRIUM MODELS OF LABOR MARKET SORTING,10.3982/ECTA11301,2,3,3,USA,Boston Coll,Dept Econ,"Law, Tzuo Hann",ECONOMETRICA
378,396119900003,PERFECT COMPETITION IN MARKETS WITH ADVERSE SELECTION,10.3982/ECTA13434,1,2,3,USA,Washington Univ,Olin Business Sch,"Gottlieb, Daniel",ECONOMETRICA
379,396119900003,PERFECT COMPETITION IN MARKETS WITH ADVERSE SELECTION,10.3982/ECTA13434,1,2,3,USA,Microsoft Res,,"Azevedo, Eduardo M.",ECONOMETRICA
380,396119900003,PERFECT COMPETITION IN MARKETS WITH ADVERSE SELECTION,10.3982/ECTA13434,1,2,3,USA,Univ Penn Wharton Sch,3620 Locust Walk,"Azevedo, Eduardo M.",ECONOMETRICA
381,396119900004,FIRST-PRICE AUCTIONS WITH GENERAL INFORMATION STRUCTURES: IMPLICATIONS FOR BIDDING AND REVENUE,10.3982/ECTA13958,1,3,3,USA,Univ Chicago,Dept Econ,"Brooks, Benjamin",ECONOMETRICA
382,396119900004,FIRST-PRICE AUCTIONS WITH GENERAL INFORMATION STRUCTURES: IMPLICATIONS FOR BIDDING AND REVENUE,10.3982/ECTA13958,1,3,3,USA,Yale Univ,Dept Econ,"Bergemann, Dirk",ECONOMETRICA
383,396119900004,FIRST-PRICE AUCTIONS WITH GENERAL INFORMATION STRUCTURES: IMPLICATIONS FOR BIDDING AND REVENUE,10.3982/ECTA13958,1,3,3,USA,Princeton Univ,Dept Econ,"Morris, Stephen",ECONOMETRICA
384,396119900005,COMPETITIVE BUNDLING,10.3982/ECTA14251,1,1,1,USA,Yale Univ,Sch Management,"Zhou, Jidong",ECONOMETRICA
385,396119900006,JUMP REGRESSIONS,10.3982/ECTA12962,1,3,3,USA,Duke Univ,Dept Econ,"Li, Jia",ECONOMETRICA
386,396119900006,JUMP REGRESSIONS,10.3982/ECTA12962,1,3,3,USA,Northwestern Univ,Kellogg Sch Management,"Todorov, Viktor",ECONOMETRICA
387,396119900006,JUMP REGRESSIONS,10.3982/ECTA12962,1,3,3,USA,Duke Univ,Dept Econ,"Tauchen, George",ECONOMETRICA
388,396119900007,ASSESSMENT OF UNCERTAINTY IN HIGH FREQUENCY DATA: THE OBSERVED ASYMPTOTIC VARIANCE,10.3982/ECTA12501,1,2,2,USA,Univ Illinois,Dept Finance,"Zhang, Lan",ECONOMETRICA
389,396119900007,ASSESSMENT OF UNCERTAINTY IN HIGH FREQUENCY DATA: THE OBSERVED ASYMPTOTIC VARIANCE,10.3982/ECTA12501,1,2,2,USA,Univ Chicago,Dept Stat,"Mykland, Per A.",ECONOMETRICA
390,396119900008,PROGRAM EVALUATION AND CAUSAL INFERENCE WITH HIGH-DIMENSIONAL DATA,10.3982/ECTA12723,1,4,4,USA,MIT,Dept Econ,"Chernozhukov, V.",ECONOMETRICA
391,396119900008,PROGRAM EVALUATION AND CAUSAL INFERENCE WITH HIGH-DIMENSIONAL DATA,10.3982/ECTA12723,1,4,4,USA,Univ Chicago,Booth Sch Business,"Hansen, C.",ECONOMETRICA
392,396119900008,PROGRAM EVALUATION AND CAUSAL INFERENCE WITH HIGH-DIMENSIONAL DATA,10.3982/ECTA12723,1,4,4,USA,Boston Univ,Dept Econ,"Fernandez-Val, I.",ECONOMETRICA
393,396119900008,PROGRAM EVALUATION AND CAUSAL INFERENCE WITH HIGH-DIMENSIONAL DATA,10.3982/ECTA12723,1,4,4,USA,Duke Univ,Fuqua Sch Business,"Belloni, A.",ECONOMETRICA
394,396119900009,LONG-TERM RISK: A MARTINGALE APPROACH,10.3982/ECTA13438,1,2,1,USA,Northwestern Univ,McCormick Sch Engn & Appl Sci,"Linetsky, Vadim",ECONOMETRICA
395,396119900009,LONG-TERM RISK: A MARTINGALE APPROACH,10.3982/ECTA13438,1,2,1,USA,Northwestern Univ,McCormick Sch Engn & Appl Sci,"Qin, Likuan",ECONOMETRICA
396,403114800001,SEARCH FOR YIELD,10.3982/ECTA14057,1,2,2,Spain,Univ Carlos III Madrid,Dept Econ Empresa,"Martinez-Miera, David",ECONOMETRICA
397,403114800001,SEARCH FOR YIELD,10.3982/ECTA14057,1,2,2,Spain,CEMFI,Casado Alisal 5,"Repullo, Rafael",ECONOMETRICA
398,403114800002,INSURER COMPETITION IN HEALTH CARE MARKETS,10.3982/ECTA13570,1,2,3,USA,Columbia Univ,Dept Econ,"Ho, Kate",ECONOMETRICA
399,403114800002,INSURER COMPETITION IN HEALTH CARE MARKETS,10.3982/ECTA13570,1,2,3,USA,NBER,,"Ho, Kate",ECONOMETRICA
400,403114800002,INSURER COMPETITION IN HEALTH CARE MARKETS,10.3982/ECTA13570,1,2,3,USA,NBER,,"Lee, Robin S.",ECONOMETRICA
401,403114800002,INSURER COMPETITION IN HEALTH CARE MARKETS,10.3982/ECTA13570,1,2,3,USA,Harvard Univ,Dept Econ,"Lee, Robin S.",ECONOMETRICA
402,403114800003,BARGAINING WITH ASYMMETRIC INFORMATION: AN EMPIRICAL STUDY OF PLEA NEGOTIATIONS,10.3982/ECTA12974,1,1,1,USA,Washington Univ,Olin Business Sch,"Silveira, Bernardo S.",ECONOMETRICA
403,403114800004,ROBUSTNESS AND SEPARATION IN MULTIDIMENSIONAL SCREENING,10.3982/ECTA14165,1,1,1,USA,Stanford Univ,Dept Econ,"Carroll, Gabriel",ECONOMETRICA
404,403114800005,ASPIRATIONS AND INEQUALITY,10.3982/ECTA13865,2,2,3,England,Univ Warwick,Dept Econ,"Ray, Debraj",ECONOMETRICA
405,403114800005,ASPIRATIONS AND INEQUALITY,10.3982/ECTA13865,2,2,3,USA,NYU,Dept Econ,"Ray, Debraj",ECONOMETRICA
406,403114800005,ASPIRATIONS AND INEQUALITY,10.3982/ECTA13865,2,2,3,USA,Georgetown Univ,Dept Econ,"Genicot, Garance",ECONOMETRICA
407,403114800006,RATIONAL INATTENTION DYNAMICS: INERTIA AND DELAY IN DECISION-MAKING,10.3982/ECTA13636,3,3,5,Canada,Univ Toronto,Dept Econ,"Stewart, Colin",ECONOMETRICA
408,403114800006,RATIONAL INATTENTION DYNAMICS: INERTIA AND DELAY IN DECISION-MAKING,10.3982/ECTA13636,3,3,5,Czech Republic,CERGE EI,Politickych Veznu 7,"Matejka, Filip",ECONOMETRICA
409,403114800006,RATIONAL INATTENTION DYNAMICS: INERTIA AND DELAY IN DECISION-MAKING,10.3982/ECTA13636,3,3,5,Scotland,Univ Edinburgh,30 Buccleuch Pl,"Steiner, Jakub",ECONOMETRICA
410,403114800006,RATIONAL INATTENTION DYNAMICS: INERTIA AND DELAY IN DECISION-MAKING,10.3982/ECTA13636,3,3,5,Czech Republic,Czech Acad Sci,,"Steiner, Jakub",ECONOMETRICA
411,403114800006,RATIONAL INATTENTION DYNAMICS: INERTIA AND DELAY IN DECISION-MAKING,10.3982/ECTA13636,3,3,5,Czech Republic,CERGE EI,Politickych Veznu 7,"Steiner, Jakub",ECONOMETRICA
412,403114800006,RATIONAL INATTENTION DYNAMICS: INERTIA AND DELAY IN DECISION-MAKING,10.3982/ECTA13636,3,3,5,Czech Republic,Charles Univ Prague,Ctr Theoret Study,"Steiner, Jakub",ECONOMETRICA
413,403114800007,WHEN DOES PREDATION DOMINATE COLLUSION?,10.3982/ECTA13121,1,1,1,USA,Univ Texas Austin,Dept Econ,"Wiseman, Thomas",ECONOMETRICA
414,403114800008,CONTRACT NEGOTIATION AND THE COASE CONJECTURE: A STRATEGIC FOUNDATION FOR RENEGOTIATION-PROOF CONTRACTS,10.3982/ECTA13637,1,1,1,USA,Northwestern Univ,,"Strulovici, Bruno",ECONOMETRICA
415,403114800009,FORECASTING WITH MODEL UNCERTAINTY: REPRESENTATIONS AND RISK REDUCTION,10.3982/ECTA13372,1,2,2,USA,Penn State Univ,Dept Econ,"Hirano, Keisuke",ECONOMETRICA
416,403114800009,FORECASTING WITH MODEL UNCERTAINTY: REPRESENTATIONS AND RISK REDUCTION,10.3982/ECTA13372,1,2,2,USA,Johns Hopkins Univ,Dept Econ,"Wright, Jonathan H.",ECONOMETRICA
417,403114800010,ROBUST CONFIDENCE INTERVALS FOR AVERAGE TREATMENT EFFECTS UNDER LIMITED OVERLAP,10.3982/ECTA13141,1,1,1,USA,Columbia Univ,Dept Econ,"Rothe, Christoph",ECONOMETRICA
418,403114800011,SINGLE-CROSSING RANDOM UTILITY MODELS,10.3982/ECTA14230,3,3,4,Spain,Univ Pompeu Fabra,ICREA,"Apesteguia, Jose",ECONOMETRICA
419,403114800011,SINGLE-CROSSING RANDOM UTILITY MODELS,10.3982/ECTA14230,3,3,4,Spain,Barcelona GSE,Ramon Trias Fargas 25-27,"Apesteguia, Jose",ECONOMETRICA
420,403114800011,SINGLE-CROSSING RANDOM UTILITY MODELS,10.3982/ECTA14230,3,3,4,England,Univ Oxford,Dept Econ,"Ballester, Miguel A.",ECONOMETRICA
421,403114800011,SINGLE-CROSSING RANDOM UTILITY MODELS,10.3982/ECTA14230,3,3,4,USA,Univ Calif Los Angeles,Dept Econ,"Lu, Jay",ECONOMETRICA
422,403114800012,ALTRUISM IN NETWORKS,10.3982/ECTA13533,1,3,3,France,Sci Po Paris,Dept Econ,"Perez-Richet, Eduardo",ECONOMETRICA
423,403114800012,ALTRUISM IN NETWORKS,10.3982/ECTA13533,1,3,3,France,Cent Marseille,38 Rue Frederic Joliot Curie,"Bourles, Renaud",ECONOMETRICA
424,403114800012,ALTRUISM IN NETWORKS,10.3982/ECTA13533,1,3,3,France,Aix Marseille Univ,Ctr Vieille Charite,"Bramoulle, Yann",ECONOMETRICA
425,403115300001,Earnings and Consumption Dynamics: A Nonlinear Panel Data Framework,10.3982/ECTA13795,3,3,4,Spain,CEMFI,Casado Alisal 5,"Arellano, Manuel",ECONOMETRICA
426,403115300001,Earnings and Consumption Dynamics: A Nonlinear Panel Data Framework,10.3982/ECTA13795,3,3,4,USA,Univ Chicago,Dept Econ,"Bonhomme, Stephane",ECONOMETRICA
427,403115300001,Earnings and Consumption Dynamics: A Nonlinear Panel Data Framework,10.3982/ECTA13795,3,3,4,England,UCL,Gower St,"Blundell, Richard",ECONOMETRICA
428,403115300001,Earnings and Consumption Dynamics: A Nonlinear Panel Data Framework,10.3982/ECTA13795,3,3,4,England,Inst Fiscal Studies,7 Ridgmount St,"Blundell, Richard",ECONOMETRICA
429,403115300002,Strong Duality for a Multiple-Good Monopolist,10.3982/ECTA12618,1,3,2,USA,MIT,EECS,"Daskalakis, Constantinos",ECONOMETRICA
